800499790874349568,"When it's Trump's turn to pardon the turkey, there's a 50/50 chance he calls it a loser and kills it instead, right?",0
800499791163756544,"FousFan: zerohedge: In Startling Note, Goldman Warns Economy Shifting ""Into Disequilibrium"" Under Trump, Increasin… ",0
800499791163625472,Just watch #JerryBrown make deal with #DonaldTrump on #CAwaterfix. Crooked K.J. &amp; Rhee met with Trump Saturday.,0
800499791809703936," kanye this week, jay z this, beyonce that, kid cudi is the best, and if he'dve voted? he'dve voted for trump ",0
800499792677781504,Alec Baldwin returns as a totally overwhelmed Donald Trump on 'Saturday Night Live' -,0
800499792782774273,"That's OK. Trump's real lady love, Ivanka, will be by his side. ",0
800499792807743489,"Kill Your Heroes: On Kanye West, Donald Trump, and Hopelessness  ",0
800499794145705984,Why don't he an Obama day something to calm these people down and they need to quit hatin on Trump voters!,0
800499794519080961,Outsiders take power in Trump's Washington,0
800499795362246657,Just impossible to be sympathetic with Trump.,0
800499793969745920,"Top story: Adam Khan on Twitter: ""New: Trump owes $650 million to Bank of China…  see more ",0
800499796217765888,Democrats plan assault on Trump's ethical conflicts,0
800499796863840256,Trump to be held to his word on Fed independence: Bullard,0
800499798117740545,"  Romney is a snake, just like Cruz. Gracious of Trump to meet with them but hope he keeps them out of administration",0
800499799158034432,"Top story: Donald J. Trump on Twitter: ""I watched parts of  Saturday Nig…  see more ",0
800499801959858176,#livenews #liveleak #panamapapers Conservatives Echo Trump And Demand Hamilton Cast Apologize To Pence,0
800499803230797824,"3 strikes ur out Kanye! 😡

• supports Bill Cosby
• supports Trump
• canceled show when  had backstage list",0
800499803897688066,"@ MELANIATRUMP &amp;Barron the Anchor Baby # Investigate Donald J Trump on espionage,""possible"" r*pe&amp;m*lestation,witness tampering,hacking&amp;more!",0
800499805717819392," Trump asking you to be distracted from what he's doing talking to Indian businessmen, while failing to work on business of USA!",0
800499805910953984,Well-written article worth reading. Puts transfer of power in perspective. Obama Reckons with a Trump Presidency,0
800499806481154048,Trump's The Power of Love mashup,0
800499807538188288,Priebus: Trump's White House counsel will ensure no conflicts of interest.,0
800499809564102656,#DonaldTrump and the U.N.: Signs of Clashing Views on Many Issues,0
800499809677250560,you're done in GOP circles - we Trump you criticize him before policy starts,0
800499809622724609,Venezuela hopes for improved U.S. relations in Trump presidency #world,0
800499809832431617,10. There were some Trump fanatics outside chanting:,0
800499810545598464,"Donald Trump’s Email Servers Are Even Less Secure Than Hillary Clinton’s

""Network security expert Kevin Beaumont... ",0
800499811204169728,the democrats and mrs clinton must except that they lost the election to mr trump the presidant elect,0
